Gene1,Gene2
Myb,Rpia
Myb,Rps8
Myb,Rps9
Myb,Rqcd1
Myb,Rsbn1
Myb,Rtkn2
Myb,Rtl1
Myb,Runx1t1
Myb,Runx2
Myb,Ruvbl2
Myb,Rxrb
Myb,S100a1
Myb,Sarm1
Myb,Sass6
Myb,Satb2
Myb,Schip1
Myb,Scml2
Myb,Scn1b
Myb,Scoc
Myb,Scrib
Myb,Scube1
Myb,Scx
Myb,Sec14l2
Myb,Sec22a
Myb,Sec61a2
Myb,Selplg
Myb,Senp1
Myb,Senp7
Myb,Sephs2
Myb,Sept2
Myb,Sept9
Myb,Serbp1
Myb,Sesn1
Myb,Sesn3
Myb,Setbp1
Myb,Setd2
Myb,Sf3a1
Myb,Sf3b1
Myb,Sfmbt1
Myb,Sftpa1
Myb,Sftpc
Myb,Sgsm2
Myb,Sh3bgrl
Myb,Shoc2
Myb,Six3os1
Myb,Six4
Myb,Skp2
Myb,Slc16a10
Myb,Slc17a4
Myb,Slc22a8
Myb,Slc25a28
Myb,Slc26a1
Myb,Slc30a3
Myb,Slc35a2
Myb,Slc35f1
Myb,Slc39a9
Myb,Slc40a1
Myb,Slc45a3
Myb,Slc5a5
Myb,Smad7
Myb,Smarca1
Myb,Smarcc1
Myb,Smarcd2
Myb,Smcr8
Myb,Smg7
Myb,Smurf1
Myb,Snapc5
Myb,Snip1
Myb,Snord12
Myb,Snord14a
Myb,Snord16a
Myb,Snord22
Myb,Snord37
Myb,Snord38a
Myb,Snord49a
Myb,Snord49b
Myb,Snord55
Myb,Snord61
Myb,Snord65
Myb,Snord83b
Myb,Snrnp35
Myb,Snrpc
Myb,Snx30
Myb,Sort1
Myb,Sox10
Myb,Sox2
Myb,Sox6
Myb,Sox8
Myb,Sp4
Myb,Spag9
Myb,Spc24
Myb,Spin1
Myb,Spint2
Myb,Spire2
Myb,Spn
Myb,Spty2d1
Myb,Srpk1
Myb,Srsf2
Myb,Srsf7
Myb,Ssbp2
Myb,Ssna1
Myb,Sspn
Myb,Ssr3
Myb,Sstr2
Myb,Ssx2ip
Myb,St13
Myb,St6galnac1
Myb,St7l
Myb,Stab1
Myb,Stil
Myb,Stk19
Myb,Stk4
Myb,Stmn1
Myb,Stx16
Myb,Stx18
Myb,Sub1
Myb,Suco
Myb,Sugp2
Myb,Sumo1
Myb,Swi5
Myb,Syde1
Myb,Syt17
Myb,Tacc3
Myb,Taf6
Myb,Taf9
Myb,Tagap1
Myb,Tap1
Myb,Tap2
Myb,Tardbp
Myb,Tarsl2
Myb,Tasp1
Myb,Tbc1d10c
Myb,Tbc1d13
Myb,Tbc1d24
Myb,Tbc1d25
Myb,Tbc1d4
Myb,Tbl1xr1
Myb,Tbp
Myb,Tbrg4
Myb,Tbxa2r
Myb,Tcp1
Myb,Tcta
Myb,Tcte3
Myb,Tekt3
Myb,Tespa1
Myb,Tex14
Myb,Tgfb1
Myb,Tgif1
Myb,Tigd3
Myb,Timm9
Myb,Tmcc1
Myb,Tmed2
Myb,Tmed5
Myb,Tmed7
Myb,Tmem127
Myb,Tmem129
Myb,Tmem131
Myb,Tmem143
Myb,Tmem145
Myb,Tmem179b
Myb,Tmem20
Myb,Tmem200b
Myb,Tmem217
Myb,Tmem221
Myb,Tmem29
Myb,Tmem30b
Myb,Tmem57
Myb,Tmem69
Myb,Tmem97
Myb,Tmub1
Myb,Tmx2
Myb,Tnfrsf10b
Myb,Tnfrsf19
Myb,Tob1
Myb,Tom1
Myb,Top2a
Myb,Top3a
Myb,Tor1aip1
Myb,Tox2
Myb,Tpm3
Myb,Traf2
Myb,Traf7
Myb,Tram2
Myb,Trappc1
Myb,Trappc8
Myb,Trex2
Myb,Trim10
Myb,Trim27
Myb,Trim28
Myb,Trim29
Myb,Trim37
Myb,Trip4
Myb,Trmt2a
Myb,Trp63
Myb,Trpc1
Myb,Trpv1
Myb,Trrap
Myb,Tsen15
Myb,Tsen54
Myb,Tshz1
Myb,Tspan17
Myb,Tspo2
Myb,Ttc30a1
Myb,Ttll10
Myb,Ttll11
Myb,Tuba1b
Myb,Tug1
Myb,Txlng
Myb,Txndc17
Myb,Tysnd1
Myb,Ubap2
Myb,Ube2h
Myb,Ube2k
Myb,Ube2m
Myb,Ube2n
Myb,Ubfd1
Myb,Ubox5
Myb,Uchl1
Myb,Ugt1a7c
Myb,Ugt1a9
Myb,Unc79
Myb,Uncx
Myb,Unk
Myb,Upf1
Myb,Upp1
Myb,Uqcrq
Myb,Urb2
Myb,Urm1
Myb,Usf2
Myb,Usp11
Myb,Usp16
Myb,Usp32
Myb,Usp39
Myb,Usp6nl
Myb,Utp14b
Myb,Vamp5
Myb,Vars
Myb,Vim
Myb,Vps37a
Myb,Wapal
Myb,Wars2
Myb,Wasf1
Myb,Wdr12
Myb,Wdr13
Myb,Wdr24
Myb,Wdr37
Myb,Wdr45l
Myb,Wdr48
Myb,Wdr6
Myb,Wdr67
Myb,Wdr76
Myb,Wdr90
Myb,Wdr92
Myb,Whamm
Myb,Wnk1
Myb,Wnt6
Myb,Wtip
Myb,Xbp1
Myb,Xkr6
Myb,Xpo5
Myb,Xrcc2
Myb,Ydjc
Myb,Yif1b
Myb,Yipf2
Myb,Ypel1
Myb,Ywhaz
Myb,Zbed4
Myb,Zbtb16
Myb,Zbtb26
Myb,Zbtb39
Myb,Zbtb42
Myb,Zbtb44
Myb,Zbtb46
Myb,Zbtb49
Myb,Zc3h10
Myb,Zdhhc14
Myb,Zfat
Myb,Zfp207
Myb,Zfp263
Myb,Zfp276
Myb,Zfp281
Myb,Zfp292
Myb,Zfp316
Myb,Zfp324
Myb,Zfp362
Myb,Zfp473
Myb,Zfp516
Myb,Zfp54
Myb,Zfp628
Myb,Zfp668
Myb,Zfp800
Myb,Zfp809
Myb,Zfp882
Myb,Zfpm2
Myb,Zfx
Myb,Zfyve1
Myb,Znrd1as
Myb,Znrf1
Myb,Znrf2
Myb,Zswim3
Myb,Zyg11b
Myc,0610007p08rik
Myc,0610009b14rik
Myc,1110034a24rik
Myc,1110065p20rik
Myc,1300001i01rik
Myc,1600020e01rik
Myc,1700001o22rik
Myc,1700006e09rik
Myc,1700012b15rik
Myc,1700012d14rik
Myc,1700016g22rik
Myc,1700021c14rik
Myc,1700022e09rik
Myc,1700027i24rik
Myc,1700034f02rik
Myc,1700064m15rik
Myc,1700092c10rik
Myc,1700113a16rik
Myc,1700120c14rik
Myc,1700125d06rik
Myc,1810014b01rik
Myc,1810026j23rik
Myc,1810027o10rik
Myc,1810035i16rik
Myc,1810035l17rik
Myc,1810043h04rik
Myc,2010305a19rik
Myc,2210021j22rik
Myc,2210404j11rik
Myc,2210408f21rik
Myc,2210409d07rik
Myc,2300005b03rik
Myc,2310011j03rik
Myc,2310021p13rik
Myc,2310040g24rik
Myc,2410002f23rik
Myc,2410003l11rik
Myc,2410006h16rik
Myc,2410042d21rik
Myc,2500004c02rik
Myc,2510039o18rik
Myc,2610018g03rik
Myc,2610020c07rik
Myc,2610101n10rik
Myc,2610203c22rik
Myc,2610204g22rik
Myc,2700023e23rik
Myc,2700038g22rik
Myc,2700049a03rik
Myc,2700086a05rik
Myc,2810004n23rik
Myc,2810428i15rik
Myc,2810468n07rik
Myc,3110003a17rik
Myc,3110039m20rik
Myc,3110056k07rik
Myc,3110082i17rik
Myc,3200002m19rik
Myc,3425401b19rik
Myc,4831426i19rik
Myc,4833417c18rik
Myc,4930405a21rik
Myc,4930414l22rik
Myc,4930455d15rik
Myc,4930471m23rik
Myc,4930524l23rik
Myc,4930544d05rik
Myc,4930545h06rik
Myc,4930550c14rik
Myc,4930556m19rik
Myc,4930581f22rik
Myc,4931406c07rik
Myc,4933403f05rik
Myc,4933408j17rik
Myc,4933433g15rik
Myc,5430405g05rik
Myc,5730408k05rik
Myc,5730422e09rik
Myc,5830403l16rik
Myc,5830415f09rik
Myc,5930403l14rik
Myc,5930430l01rik
Myc,6030408b16rik
Myc,6230409e13rik
Myc,6330409n04rik
Myc,6330416g13rik
Myc,6530402f18rik
Myc,8430406i07rik
Myc,9230102o04rik
Myc,9330151l19rik
Myc,9430076c15rik
Myc,9630001p10rik
Myc,9830166k06rik
Myc,9930014a18rik
Myc,A030009h04rik
Myc,A630055g03rik
Myc,A830082k12rik
Myc,Aa960436
Myc,Aatf
Myc,Aatk
Myc,Abca1
Myc,Abcb7
Myc,Abce1
Myc,Abhd1
Myc,Abhd11
Myc,Abl1
Myc,Abtb2
Myc,Acbd7
Myc,Acr
Myc,Acsf2
Myc,Actl7a
Myc,Acvr2b
Myc,Adamts17
Myc,Adamts19
Myc,Adamts6
Myc,Adcy3
Myc,Adh5
Myc,Adhfe1
Myc,Adk
Myc,Adnp
Myc,Adpgk
Myc,Aen
Myc,Agpat5
Myc,Ai314831
Myc,Ai316807
Myc,Ai506816
Myc,Ai837181
Myc,Ai848285
Myc,Aimp2
Myc,Aire
Myc,Ak1
Myc,Akap1
Myc,Akap11
Myc,Akt1s1
Myc,Alad
Myc,Alb
Myc,Aldh18a1
Myc,Aldh6a1
Myc,Aldoa
Myc,Alg1
Myc,Alg3
Myc,Alg8
Myc,Alkbh1
Myc,Alpl
Myc,Amd1
Myc,Amd2
Myc,Amigo1
Myc,Amigo3
Myc,Ampd2
Myc,Angpt1
Myc,Angptl4
Myc,Ankle1
Myc,Ankrd12
Myc,Ankrd13b
Myc,Ap1s2
Myc,Ap3m1
Myc,Apba3
Myc,Apc
Myc,Apex1
Myc,Apoa5
Myc,Apobr
Myc,Arf6
Myc,Arfgap3
Myc,Arfgef2
Myc,Arhgap20
Myc,Arhgap26
Myc,Arhgdia
Myc,Arid1a
Myc,Arl6ip4
Myc,Armc6
Myc,Arpc5l
Myc,Arrdc4
Myc,Arsg
Myc,Asap1
Myc,Asns
Myc,Asphd1
Myc,Aspscr1
Myc,Ass1
Myc,Astl
Myc,Asxl1
Myc,Atad3a
Myc,Atcay
Myc,Atf4
Myc,Atf7
Myc,Atf7ip
Myc,Atg14
Myc,Atg5
Myc,Atic
Myc,Atp13a3
Myc,Atp2b1
Myc,Atp5e
Myc,Atp5f1
Myc,Atp5g1
Myc,Atp5g2
Myc,Atp6v0b
Myc,Atp6v0d1
Myc,Atp6v0e
Myc,Atp6v1e1
Myc,Atpaf1
Myc,Atpif1
Myc,Atxn3
Myc,Atxn7l2
Myc,Au040972
Myc,Aup1
Myc,Aurka
Myc,Avp
Myc,Aw549877
Myc,Axin1
Myc,B230119m05rik
Myc,B230217o12rik
Myc,B230312a22rik
Myc,B3galt2
Myc,B3galt6
Myc,B4galnt4
Myc,B4galt2
Myc,B930007m17rik
Myc,Bag4
Myc,Banf1
Myc,Barhl1
Myc,Bc024978
Myc,Bc027072
Myc,Bc027231
Myc,Bc030500
Myc,Bc048355
Myc,Bc048403
Myc,Bc048644
Myc,Bc052040
Myc,Bc090627
Myc,Bcap29
Myc,Bcas3
Myc,Bckdha
Myc,Bcl11a
Myc,Bcl11b
Myc,Bcl9l
Myc,Bcr
Myc,Bdnf
Myc,Bend3
Myc,Bex4
Myc,Bfsp1
Myc,Bhlha15
Myc,Bhlhe40
Myc,Bhlhe41
Myc,Bicd2
Myc,Birc2
Myc,Birc5
Myc,Bloc1s1
Myc,Bmi1
Myc,Bmp2k
Myc,Bnip3
Myc,Bnip3l
Myc,Bola2
Myc,Bop1
Myc,Bptf
Myc,Brd8
Myc,Brix1
Myc,Brs3
Myc,Bub3
Myc,Bysl
Myc,C030006k11rik
Myc,C030016d13rik
Myc,C030037d09rik
Myc,C030046e11rik
Myc,C130036l24rik
Myc,C1qbp
Myc,C1qc
Myc,C1ql3
Myc,C1ql4
Myc,C230052i12rik
Myc,C330027c09rik
Myc,C4a
Myc,C80913
Myc,C87436
Myc,Cables1
Myc,Cacna1h
Myc,Cacnb1
Myc,Calb2
Myc,Camk2n2
Myc,Camk4
Myc,Camkk1
Myc,Camkv
Myc,Cand1
Myc,Canx
Myc,Casp9
Myc,Cbx3
Myc,Cbx5
Myc,Cbx8
Myc,Cc2d1b
Myc,Ccar1
Myc,Ccdc116
Myc,Ccdc12
Myc,Ccdc146
Myc,Ccdc58
Myc,Ccdc6
Myc,Ccdc78
Myc,Ccnd1
Myc,Ccnd3
Myc,Ccne2
Myc,Ccnl2
Myc,Ccnt1
Myc,Cct2
Myc,Cct3
Myc,Cct6a
Myc,Cct7
Myc,Cd164
Myc,Cd3eap
Myc,Cd63
Myc,Cdc25a
Myc,Cdc34
Myc,Cdca2
Myc,Cdca8
Myc,Cdk2
Myc,Cdk5rap3
Myc,Cdk6
Myc,Cdk7
Myc,Cdk9
Myc,Cdkl3
Myc,Cdkn2c
Myc,Cdr2
Myc,Cecr2
Myc,Celf1
Myc,Celsr2
Myc,Celsr3
Myc,Cenpk
Myc,Cep120
Myc,Cfl1
Myc,Cgref1
Myc,Chchd1
Myc,Chchd4
Myc,Chchd7
Myc,Chkb
Myc,Chrm1
Myc,Ciapin1
Myc,Cirh1a
Myc,Cited2
Myc,Ciz1
Myc,Cks1b
Myc,Clcn2
Myc,Clcn6
Myc,Cldn18
Myc,Cldn9
Myc,Cln3
Myc,Clpp
Myc,Cnnm1
Myc,Cnot4
Myc,Cnot8
Myc,Cnpy3
Myc,Cog5
Myc,Comtd1
Myc,Cops7a
Myc,Cpeb1
Myc,Cpeb4
Myc,Cplx3
Myc,Cpne6
Myc,Cpsf1
Myc,Cpt1a
Myc,Cpt1b
Myc,Crabp1
Myc,Crk
Myc,Crls1
Myc,Crmp1
Myc,Crtc1
Myc,Csda
Myc,Csf1
Myc,Csf3
Myc,Csrp2bp
Myc,Cstb
Myc,Ctage5
Myc,Ctf1
Myc,Ctrl
Myc,Ctsl
Myc,Cul3
Myc,Cuta
Myc,Cux2
Myc,Cyp20a1
Myc,D630041g03rik
Myc,D930032p07rik
Myc,Dazap1
Myc,Dbil5
Myc,Dcaf11
Myc,Dcaf17
Myc,Dcaf7
Myc,Dctd
Myc,Dctpp1
Myc,Ddit3
Myc,Ddx18
Myc,Ddx19b
Myc,Ddx21
Myc,Ddx3x
Myc,Ddx42
Myc,Ddx55
Myc,Deaf1
Myc,Depdc7
Myc,Derl1
Myc,Derl3
Myc,Des
Myc,Dffa
Myc,Dffb
Myc,Dhps
Myc,Dhx40
Myc,Diablo
Myc,Dirc2
Myc,Dis3
Myc,Dkc1
Myc,Dlg1
Myc,Dlgap4
Myc,Dll1
Myc,Dll4
Myc,Dlx1
Myc,Dmap1
Myc,Dmr
Myc,Dnaja2
Myc,Dnajb5
Myc,Dnajc8
Myc,Dnase1
Myc,Dnmt3a
Myc,Dntt
Myc,Dohh
Myc,Dopey1
Myc,Dos
Myc,Dpagt1
Myc,Dph5
Myc,Dqx1
Myc,Drap1
Myc,Dus4l
Myc,Dusp1
Myc,Dusp2
Myc,Dusp7
Myc,Dvl2
Myc,Dyrk2
Myc,Dzip1
Myc,E130102h24rik
Myc,E130304i02rik
Myc,E130317f20rik
Myc,E2f1
Myc,E330009j07rik
Myc,E330013p06
Myc,Ears2
Myc,Ebna1bp2
Myc,Eda2r
Myc,Eef1a1
Myc,Eef1b2
Myc,Efnb1
Myc,Eftud1
Myc,Eftud2
Myc,Ehmt2
Myc,Eif1a
Myc,Eif1ad
Myc,Eif2s1
Myc,Eif2s3x
Myc,Eif3a
Myc,Eif3b
Myc,Eif3f
Myc,Eif3h
Myc,Eif3j
Myc,Eif4a1
Myc,Eif4b
Myc,Eif4enif1
Myc,Eif4h
Myc,Eif5a
Myc,Elk1
Myc,Elk4
Myc,Elovl4
Myc,Eme1
Myc,Eml2
Myc,Emp1
Myc,En1
Myc,En2
Myc,Eno1
Myc,Eno3
Myc,Enoph1
Myc,Enpep
Myc,Ep400
Myc,Epb4.1
Myc,Epb4.9
Myc,Epc1
Myc,Epc2
Myc,Epha3
Myc,Ephb2
Myc,Epo
Myc,Erbb2
Myc,Ercc6
Myc,Ercc8
Myc,Erf
Myc,Espn
Myc,Esrp1
Myc,Esrra
Myc,Ets2
Myc,Etv1
Myc,Etv4
Myc,Evc
Myc,Ewsr1
Myc,Exosc2
Myc,Exosc3
Myc,Exosc5
Myc,Exosc6
Myc,Exosc7
Myc,Extl2
Myc,Ezr
Myc,Fabp3
Myc,Fabp9
Myc,Fahd1
Myc,Fam105b
Myc,Fam108b
Myc,Fam108c
Myc,Fam113a
Myc,Fam123b
Myc,Fam125b
Myc,Fam129b
Myc,Fam154b
Myc,Fam160b1
Myc,Fam162a
Myc,Fam163a
Myc,Fam163b
Myc,Fam173b
Myc,Fam185a
Myc,Fam187b
Myc,Fam203a
Myc,Fam3c
Myc,Fam46a
Myc,Fam59b
Myc,Fam60a
Myc,Fam83h
Myc,Fancf
Myc,Farsb
Myc,Fastk
Myc,Fbll1
Myc,Fbxl12
Myc,Fbxl19
Myc,Fbxl2
Myc,Fbxl3
Myc,Fbxo27
Myc,Fbxo32
Myc,Fbxo33
Myc,Fbxo41
Myc,Fdx1l
Myc,Fen1
Myc,Fgf6
Myc,Fgf9
Myc,Fgfr1op
Myc,Figf
Myc,Fjx1
Myc,Fkbp10
Myc,Fkbp11
Myc,Flii
Myc,Flt3
Myc,Fos
Myc,Foxd3
Myc,Foxj3
Myc,Foxo4
Myc,Foxp2
Myc,Foxred1
Myc,Fras1
Myc,Fscn2
Myc,Fshr
Myc,Fut4
Myc,G630025p09rik
Myc,G6pc
Myc,G6pc3
Myc,Galc
Myc,Gamt
Myc,Gapdh
Myc,Gar1
Myc,Gas5
Myc,Gatad2a
Myc,Gatsl3
Myc,Gcap14
Myc,Gclc
Myc,Gcsh
Myc,Gdf9
Myc,Gdnf
Myc,Gemin4
Myc,Gfod1
Myc,Gfra1
Myc,Gin1
Myc,Git1
Myc,Glis3
Myc,Glp2r
Myc,Glrx5
Myc,Gls2
Myc,Glyr1
Myc,Gm10052
Myc,Gm10578
Myc,Gm11974
Myc,Gm11992
Myc,Gm12191
Myc,Gm129
Myc,Gm12992
Myc,Gm13034
Myc,Gm14378
Myc,Gm15545
Myc,Gm15612
Myc,Gm16197
Myc,Gm16793
Myc,Gm16853
Myc,Gm20571
Myc,Gm2694
Myc,Gm3417
Myc,Gm3448
Myc,Gm4285
Myc,Gm4872
Myc,Gm4890
Myc,Gm5089
Myc,Gm5113
Myc,Gm5424
Myc,Gm5643
Myc,Gm6793
Myc,Gm9781
Myc,Gm9958
Myc,Gm996
Myc,Gmip
Myc,Gmppb
Myc,Gnai3
Myc,Gnas
Myc,Gnb2
Myc,Gnl3
Myc,Gnpat
Myc,Gns
Myc,Gpam
Myc,Gpr19
Myc,Gpsm2
Myc,Gpx1
Myc,Gramd1b
Myc,Grlf1
Myc,Grm3
Myc,Grwd1
Myc,Gsk3b
Myc,Gstt2
Myc,Gsx1
Myc,Gsx2
Myc,Gtf2a1
Myc,Gtf2h1
Myc,Gtf2ird2
Myc,Gtf3a
Myc,Gtf3c4
Myc,Gtf3c6
Myc,Gtpbp1
Myc,Gtpbp10
Myc,Gucy1a2
Myc,Gyg
Myc,Gyltl1b
Myc,H2-dma
Myc,H2-ke2
Myc,H2-ke6
Myc,H47
Myc,Hbp1
Myc,Hdac3
Myc,Hdgf
Myc,Helt
Myc,Hes1
Myc,Hes3
Myc,Hes6
Myc,Hexa
Myc,Hif1a
Myc,Hira
Myc,Hk2
Myc,Hmga1
Myc,Hmga1-rs1
Myc,Hmgn2
Myc,Hmmr
Myc,Hn1l
Myc,Hnf1a
Myc,Hnrnpa0
Myc,Hnrnpa3
Myc,Hnrnpab
Myc,Hnrnpf
Myc,Hnrnph3
Myc,Hnrnpl
Myc,Hnrpdl
Myc,Homer2
Myc,Hook2
Myc,Hoxa1
Myc,Hoxa11as
Myc,Hoxa5
Myc,Hoxb2
Myc,Hoxb3
Myc,Hoxb4
Myc,Hoxb5
Myc,Hoxb7
Myc,Hoxc12
Myc,Hoxc5
Myc,Hoxd13
Myc,Hoxd9
Myc,Hpcal4
Myc,Hpdl
Myc,Hps5
Myc,Hrsp12
Myc,Hs3st3b1
Myc,Hs6st2
Myc,Hsdl1
Myc,Hsp90aa1
Myc,Hsp90ab1
Myc,Hspa8
Myc,Hspa9
Myc,Hspb9
Myc,Hspbap1
Myc,Hspd1
Myc,Hspe1
Myc,Hspg2
Myc,Htr1b
Myc,Htr5b
Myc,Htra2
Myc,Huwe1
Myc,Hyou1
Myc,Iars
Myc,Id2
Myc,Ier2
Myc,Ifi30
Myc,Ifitm3
Myc,Ifrd2
Myc,Igf2bp1
Myc,Igfbp2
Myc,Igsf9
Myc,Il15ra
Myc,Ilf3
Myc,Ilvbl
Myc,Imp3
Myc,Impa2
Myc,Inf2
Myc,Ing5
Myc,Ino80
Myc,Insl3
Myc,Insm1
Myc,Ipo13
Myc,Ipo7
Myc,Iqgap2
Myc,Irf9
Myc,Irs4
Myc,Isoc1
Myc,Isy1
Myc,Itch
Myc,Itfg2
Myc,Itpk1
Myc,Jag2
Myc,Jmjd8
Myc,Kansl1
Myc,Kat2a
Myc,Kat5
Myc,Kazn
Myc,Kbtbd3
Myc,Kbtbd8
Myc,Kcnd1
Myc,Kcne4
Myc,Kcnj3
Myc,Kcnq5
Myc,Kcnt1
Myc,Kdelr2
Myc,Kdm3a
Myc,Kdm4b
Myc,Kdm6a
Myc,Khdrbs1
Myc,Khnyn
Myc,Khsrp
Myc,Kif26b
Myc,Kirrel2
Myc,Klf15
Myc,Klf2
Myc,Klf4
Myc,Klf9
Myc,Klhdc2
Myc,Klhl21
Myc,Klhl28
Myc,Kpna2
Myc,Kpnb1
Myc,Krtcap2
Myc,Kti12
Mycl1,Max
Myc,Lactb2
Myc,Lamp1
Myc,Lamtor2
Myc,Laptm4a
Myc,Larp1
Myc,Ldb2
Myc,Ldha
Myc,Lef1
Myc,Lemd2
Myc,Leng9
Myc,Leprel4
Myc,Letm2
Myc,Lhfpl2
Myc,Lhx3
Myc,Lhx6
Myc,Lin54
Myc,Loc100504608
Myc,Loc434825
Myc,Loc640611
Myc,Lpcat4
Myc,Lphn1
Myc,Lphn2
Myc,Lpin3
Myc,Lpxn
Myc,Lrdd
Myc,Lrfn2
Myc,Lrfn4
Myc,Lrg1
Myc,Lrp3
Myc,Lrrc14b
Myc,Lrrc24
Myc,Lrrc59
Myc,Lrrc8a
Myc,Lrrtm1
Myc,Lrsam1
Myc,Lsm12
Myc,Lsm4
Myc,Lss
Myc,Ltbr
Myc,Lypd1
Myc,Mael
Myc,Mafa
Myc,Maml1
Myc,Maml3
Myc,Map3k10
Myc,Map4k3
Myc,Mapk1
Myc,Mapk12
Myc,Mapk1ip1l
Myc,Mapk3
Myc,Mat2a
Myc,Max
Myc,Mbd3
Myc,Mblac2
Myc,Mchr1
Myc,Mcmbp
Myc,Mcoln1
Myc,Mcph1
Myc,Mdc1
Myc,Mdn1
Myc,Mecp2
Myc,Med20
Myc,Med31
Myc,Mef2d
Myc,Megf8
Myc,Men1
Myc,Mepce
Myc,Mesdc1
Myc,Met
Myc,Metap1d
Myc,Mettl1
Myc,Mettl3
Myc,Mettl6
Myc,Mex3a
Myc,Mex3c
Myc,Mfng
Myc,Mfsd10
Myc,Mfsd5
Myc,Mgat2
Myc,Mif
Myc,Mir1224
Myc,Mir124a-3
Myc,Mir139
Myc,Mir142
Myc,Mir17
Myc,Mir17hg
Myc,Mir18
Myc,Mir1893
Myc,Mir1900
Myc,Mir1949
Myc,Mir19a
Myc,Mir19b-1
Myc,Mir20a
Myc,Mir26a-1
Myc,Mir3057
Myc,Mir3061
Myc,Mir3065
Myc,Mir3087
Myc,Mir3096
Myc,Mir3096b
Myc,Mir320
Myc,Mir330
Myc,Mir384
Myc,Mir5117
Myc,Mir5121
Myc,Mir5129
Myc,Mir5136
Myc,Mir615
Myc,Mir688
Myc,Mir702
Myc,Mir762
Myc,Mir770
Myc,Mir92-1
Myc,Mirlet7i
Myc,Mll2
Myc,Mllt10
Myc,Mlx
Myc,Mmp1a
Myc,Mmp1b
Myc,Mmp2
Myc,Mmp9
Myc,Mnt
Myc,Mon1a
Myc,Mpst
Myc,Mri1
Myc,Mrm1
Myc,Mrpl23
Myc,Mrpl40
Myc,Mrpl43
Myc,Mrpl51
Myc,Mrps15
Myc,Mrto4
Myc,Msl2
Myc,Msl3
Myc,Msn
Myc,Msto1
Myc,Mtap1s
Myc,Mthfd1
Myc,Mthfd1l
Myc,Mthfd2
Myc,Mthfr
Myc,Mtrr
Myc,Muc5b
Myc,Mxd3
Myc,Mxd4
Myc,Mybbp1a
Myc,Myct1
Myc,Myh7b
Myc,Myo9a
Myc,Myst3
Mycn,0610007p08rik
Mycn,0610007p22rik
Mycn,0610040j01rik
Mycn,1110002l01rik
Mycn,1110002n22rik
Mycn,1110004e09rik
Mycn,1110005a03rik
Mycn,1110015o18rik
Mycn,1110038b12rik
Mycn,1110067d22rik
Mycn,1190007i07rik
Mycn,1200011i18rik
Mycn,1300001i01rik
Mycn,1500002o20rik
Mycn,1500009c09rik
Mycn,1500011k16rik
Mycn,1600012f09rik
Mycn,1600020e01rik
Mycn,1700001g11rik
Mycn,1700001l05rik
Mycn,1700012b15rik
Mycn,1700012d14rik
Mycn,1700016g22rik
Mycn,1700019d03rik
Mycn,1700021c14rik
Mycn,1700021f07rik
Mycn,1700022e09rik
Mycn,1700025e21rik
Mycn,1700028e10rik
Mycn,1700030k09rik
Mycn,1700034f02rik
Mycn,1700037h04rik
Mycn,1700052n19rik
Mycn,1700061j05rik
Mycn,1700064m15rik
Mycn,1700069l16rik
Mycn,1700084e18rik
Mycn,1700110c19rik
Mycn,1700113a16rik
Mycn,1700125d06rik
Mycn,1810009a15rik
Mycn,1810012k16rik
Mycn,1810013l24rik
Mycn,1810014b01rik
Mycn,1810027o10rik
Mycn,1810029b16rik
Mycn,1810031k17rik
Mycn,1810035l17rik
Mycn,1810055g02rik
Mycn,1810063b07rik
Mycn,2010003o02rik
Mycn,2010305a19rik
Mycn,2010317e24rik
Mycn,2010320m18rik
Mycn,2210015d19rik
Mycn,2210404j11rik
Mycn,2210408f21rik
Mycn,2310008h09rik
Mycn,2310010j17rik
Mycn,2310021p13rik
Mycn,2310030n02rik
Mycn,2310033p09rik
Mycn,2310039h08rik
Mycn,2310040g24rik
Mycn,2310044g17rik
Mycn,2310057m21rik
Mycn,2310061i04rik
Mycn,2400001e08rik
Mycn,2410002f23rik
Mycn,2410003l11rik
Mycn,2410007b07rik
Mycn,2410015m20rik
Mycn,2410017p09rik
Mycn,2410018m08rik
Mycn,2410042d21rik
Mycn,2500004c02rik
Mycn,2610002j02rik
Mycn,2610015p09rik
Mycn,2610018g03rik
Mycn,2610020c07rik
Mycn,2610101n10rik
Mycn,2610109h07rik
Mycn,2610204g22rik
Mycn,2610318n02rik
Mycn,2610528e23rik
Mycn,2700023e23rik
Mycn,2700038g22rik
Mycn,2700046g09rik
Mycn,2700049a03rik
Mycn,2700086a05rik
Mycn,2700099c18rik
Mycn,2810004n23rik
Mycn,2810008d09rik
Mycn,2810428i15rik
Mycn,2900002k06rik
Mycn,3000002c10rik
Mycn,3110056k07rik
Mycn,3110056o03rik
Mycn,3110082i17rik
Mycn,3200002m19rik
Mycn,3230401d17rik
Mycn,3830408c21rik
Mycn,4831426i19rik
Mycn,4831440e17rik
Mycn,4833417c18rik
Mycn,4930405a21rik
Mycn,4930413g21rik
Mycn,4930414l22rik
Mycn,4930422g04rik
Mycn,4930432k21rik
Mycn,4930447c04rik
Mycn,4930455d15rik
Mycn,4930483o08rik
Mycn,4930520o04rik
Mycn,4930525d18rik
Mycn,4930556m19rik
Mycn,4930563e22rik
Mycn,4930581f22rik
Mycn,4930583k01rik
Mycn,4931406c07rik
Mycn,4931428f04rik
Mycn,4933403f05rik
Mycn,4933417d19rik
